requests,p50_latency_ms,p95_latency_ms,p99_latency_ms,throughput_requests_per_second,error_rate
50.0,2.6032000023406,3.7106000090716407,4.134999995585531,342.2008993151136,0.0
200.0,2.580800006398931,4.574899998260662,5.408900004113093,343.7620424153895,0.0
500.0,2.8500999906100333,4.456299997400492,4.902400003629737,332.26205401664004,0.0
